## [iView]
## Converted from:	F:\transfer\MAY30 ADULT RAW DATA\5_3\053013_01-eye_data.idf
## Date:	30.05.2013 18:00:05
## Version:	IDF Converter 3.0.14
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	67171                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	053013_01                                                                                                                                                                                                                                                       
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	5-point
## Calibration Area:	1680	1050
## Calibration Point 0:	Position(840;525)
## Calibration Point 1:	Position(420;105)
## Calibration Point 2:	Position(1512;262)
## Calibration Point 3:	Position(1260;945)
## Calibration Point 4:	Position(167;787)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1040-05197-SMU
## Operating System :	5.1
## iView X Version:	2.8.26
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, QUALITY, MSG
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	Latency	L Validity	R Validity	Pupil Confidence	Aux1
1183459189	SMP	1	0.00	0.00	0.00	0.00	0	1982	0	0	1	
1183467519	SMP	1	0.00	0.00	0.00	0.00	0	1554	0	0	1	
1183475879	SMP	1	0.00	0.00	0.00	0.00	0	1557	0	0	1	
1183484150	SMP	1	0.00	0.00	0.00	0.00	0	2091	0	0	1	
1184712681	MSG	1	# Message: elmo_duck.avi
1184718755	SMP	1	0.00	0.00	0.00	0.00	0	1805	0	0	1	
1184727180	SMP	1	0.00	0.00	0.00	0.00	0	1587	0	0	1	
1184735500	SMP	1	0.00	0.00	0.00	0.00	0	1952	0	0	1	
1184743848	SMP	1	0.00	0.00	0.00	0.00	0	3837	0	0	1	
1184752174	SMP	1	0.00	0.00	0.00	0.00	0	1659	0	0	1	
1184760519	SMP	1	0.00	0.00	0.00	0.00	0	1702	0	0	1	
1184768901	SMP	1	0.00	0.00	0.00	0.00	0	1732	0	0	1	
1184777146	SMP	1	0.00	0.00	0.00	0.00	0	1758	0	0	1	
1184785522	SMP	1	0.00	0.00	0.00	0.00	0	2032	0	0	1	
1184793902	SMP	1	0.00	0.00	0.00	0.00	0	1552	0	0	1	
1184802107	SMP	1	0.00	0.00	0.00	0.00	0	1503	0	0	1	
1184810518	SMP	1	0.00	0.00	0.00	0.00	0	2386	0	0	1	
1184818914	SMP	1	0.00	0.00	0.00	0.00	0	1698	0	0	1	
1184827390	SMP	1	0.00	0.00	0.00	0.00	0	1662	0	0	1	
